Horizontal,Vertical
0.8863756502913488,3.8854275901710214
0.7576609672778722,-0.9352304059866392
0.49536116036365624,1.0163264285952147
-3.4701617348923506,0.23861648594702076
1.1130721254705918,-2.5740020275011943
-3.1078555148053355,-0.9400555198452875
-3.374834007266267,-1.9331271894041833
2.0576183320897425,0.2592609782405644
0.37059780492595296,2.5153825743983638
-0.11735678149030038,2.3508129936764908
0.9086232875572158,-0.6037110735604417
-0.42347677991779153,-0.014788919105020924
5.356754192762068,-1.4663512514998067
-1.5700459459525904,-0.6746625936363605
4.61262620015234,-2.4259803108863944
1.4886209826712076,3.6474339414174004
-2.223700362252008,-0.18540167369280403
2.010426192656959,0.3945383806466451
-0.29254684545983134,3.72860607590032
-3.1355406777790784,-4.914854482001308
-1.4727119113343754,2.4374823563536245
2.8772749084809406,-0.15051884812031593
0.8012678230064569,0.8006267996578526
0.18670013891672532,1.2392952016825256
1.9009713296560253,-0.00228305967798359
-1.062864140796278,-3.2207644228396006
4.9025738588782435,-1.121939150771745
-0.5099613611567052,2.2514114663219664
0.38151621051115364,0.08170277642341497
1.2676790290314086,1.1033172405163643
-0.9632691360194763,0.2483627762791341
4.000942198011223,1.8434643982975358
-0.14110449674295292,1.7329700702048125
4.214398600197188,-0.6965621832318112
0.024001402144724526,-0.319507608036939
1.821079910440434,0.45062388736437475
0.3868458470825947,-4.069182160246515
0.051262826351166434,-3.9098118416531746
-2.442660537035563,0.2650254249668688
-1.4780681311271229,1.9755195597887234
0.7229689550737157,-2.559828620917288
1.4678382139127528,0.5526567342186007
-1.3925063321107127,1.3409888816281943
-0.24164473646611595,1.1049980736037583
-0.5966805500187511,3.8924057854421563
-7.283229842689057,1.7619601316378364
-1.8824282454442018,2.7958435403946225
1.8168499945538894,-3.553015138572283
4.933754354314261,-3.922073688347989
-0.4148821793210072,4.696095425072003
0.4509516327104367,1.267498804386997
0.7100891828305693,-3.550938401505893
-1.4913288166673637,-5.913387927998439
-1.0140669741354011,2.1752201406911866
-1.2240940574482866,3.7527829711111655
-2.391076606076064,2.5128015158760557
-1.0146857771819002,1.527834581289569
-0.0753265208280844,0.12709033879561946
2.963514404040224,-0.695500076796882
-1.8977293956271326,2.081981299476163
2.3322272337365475,0.8624164176422959
1.2873758889639713,-1.273731199093628
-1.743655659703757,-0.19666330412917205
-1.0021091285166053,1.1304755953746706
-0.3900106683895326,-2.456121915943247
-2.715698370245527,3.129630500594766
-1.3543890303183388,-3.316994044431535
-2.557709393706664,-1.0850449120147219
3.045788174697166,1.0064082493991224
1.5800766520598057,-0.08551151071870988
-1.297508952945505,0.8646041827211709
1.7164952893203043,4.957003097845486
-0.28042188166937715,3.0533474116938777
0.3813616591303765,-3.0328478379207287
-3.378600465488378,2.640285563583798
-4.014247609746758,-0.2103668373770336
-1.440999877784498,3.7642739251798973
-0.4031686687028136,-5.637627278721229
1.5562052808695472,-4.573756429866131
-0.5872339980529475,0.23277205641292834
-3.6241994833832996,-1.7154096468688143
-3.118259485828701,1.9280890646406612
0.9631413467546108,-1.323721475642651
-0.4919563588460678,0.39769348385441194
1.6566782724389366,-5.018108167546659
1.728778564178808,-2.1093231961792207
-0.06330407480467604,-3.3983937693750144
0.3508435461045155,-3.7133770745490096
-5.7951566711263025,-1.954307622296489
-4.228956035381116,-1.7852325243290585
-0.7777226176214851,0.775182395087688
0.5762482426657466,1.4387657793891873
-1.1951974976956845,-2.33231887250996
4.482872970818728,-1.0557057723392897
